"period";"country";"energyCarrierParameterScenario";"paperScen";"unit";"parameter";"value";"energyCarrier"
2040;"FR";"PROG";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"FR";"PROG";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"FR";"PROG";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"FR";"PROG";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"FR";"PROG";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"FR";"PROG";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"FR";"PROG";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"FR";"PROG";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"BAU";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"BAU";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"BAU";"Sensitivity | Current Policies | Interest rate";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"BAU";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"BAU";"Sensitivity | Current Policies | Resale value";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"BAU";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"BAU";"Sensitivity | Current Policies | Vehicle insurance";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"BAU";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"BAU";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"BAU";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"BAU";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"PROG";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"PROG";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"PROG";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"PROG";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"PROG";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"PROG";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"PROG";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"IT";"PROG";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"BAU";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"BAU";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"BAU";"Sensitivity | Current Policies | Interest rate";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"BAU";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"BAU";"Sensitivity | Current Policies | Resale value";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"BAU";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"BAU";"Sensitivity | Current Policies | Vehicle insurance";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"BAU";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"BAU";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"BAU";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"BAU";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"PROG";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"PROG";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"PROG";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"PROG";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"PROG";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"PROG";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"PROG";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"NL";"PROG";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"BAU";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"BAU";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"BAU";"Sensitivity | Current Policies | Interest rate";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"BAU";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"BAU";"Sensitivity | Current Policies | Resale value";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"BAU";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"BAU";"Sensitivity | Current Policies | Vehicle insurance";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"BAU";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"BAU";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"BAU";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"BAU";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"PROG";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"PROG";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"PROG";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"PROG";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"PROG";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"PROG";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"PROG";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"PL";"PROG";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"BAU";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"BAU";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"BAU";"Sensitivity | Current Policies | Interest rate";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"BAU";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"BAU";"Sensitivity | Current Policies | Resale value";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"BAU";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"BAU";"Sensitivity | Current Policies | Vehicle insurance";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"BAU";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"BAU";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"BAU";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"BAU";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"PROG";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"PROG";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"PROG";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"PROG";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"PROG";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"PROG";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"PROG";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2040;"UK";"PROG";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"BAU";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"BAU";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"BAU";"Sensitivity | Current Policies | Interest rate";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"BAU";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"BAU";"Sensitivity | Current Policies | Resale value";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"BAU";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"BAU";"Sensitivity | Current Policies | Vehicle insurance";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"BAU";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"BAU";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"BAU";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"BAU";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"PROG";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"PROG";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"PROG";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"PROG";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"PROG";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"PROG";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"PROG";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"DE";"PROG";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"BAU";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"BAU";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"BAU";"Sensitivity | Current Policies | Interest rate";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"BAU";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"BAU";"Sensitivity | Current Policies | Resale value";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"BAU";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"BAU";"Sensitivity | Current Policies | Vehicle insurance";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"BAU";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"BAU";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"BAU";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"BAU";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"PROG";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"PROG";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"PROG";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"PROG";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"PROG";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"PROG";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"PROG";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"ES";"PROG";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"BAU";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"BAU";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"BAU";"Sensitivity | Current Policies | Interest rate";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"BAU";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"BAU";"Sensitivity | Current Policies | Resale value";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"BAU";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"BAU";"Sensitivity | Current Policies | Vehicle insurance";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"BAU";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"BAU";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"BAU";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"BAU";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"PROG";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"PROG";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"PROG";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"PROG";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"PROG";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"PROG";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"PROG";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"FR";"PROG";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"BAU";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"BAU";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"BAU";"Sensitivity | Current Policies | Interest rate";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"BAU";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"BAU";"Sensitivity | Current Policies | Resale value";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"BAU";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"BAU";"Sensitivity | Current Policies | Vehicle insurance";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"BAU";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"BAU";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"BAU";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"BAU";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"PROG";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"PROG";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"PROG";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"PROG";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"PROG";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"PROG";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"PROG";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"IT";"PROG";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"BAU";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"BAU";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"BAU";"Sensitivity | Current Policies | Interest rate";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"BAU";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"BAU";"Sensitivity | Current Policies | Resale value";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"BAU";"Sensitivity | Current Policies | Urban depot-only charging";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"BAU";"Sensitivity | Current Policies | Vehicle insurance";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"BAU";"Sensitivity | Current policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"BAU";"Sensitivity | Removed policies except for H2 tax reduction";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"BAU";"Sensitivity | Removed policies except for bio/syn fuel mandates";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"BAU";"Sensitivity | Removed policies | Removed diesel efficiency gains";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"PROG";"Current policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"PROG";"Removed policies";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
2045;"NL";"PROG";"Sensitivity | Current Policies | Removed CO2 price";"tCO2e/kWh";"CO2 intensity diesel";0;"Diesel syn"
